id,date,time,digital_code,literal_code,number,currency_name,official_course
654,01.11.2021,00.00,840,USD,1,Долар США,26.2767
655,02.11.2021,00.00,840,USD,1,Долар США,26.2933
656,03.11.2021,00.00,840,USD,1,Долар США,26.2904
657,04.11.2021,00.00,840,USD,1,Долар США,26.2431
658,05.11.2021,00.00,840,USD,1,Долар США,26.19
659,06.11.2021,00.00,840,USD,1,Долар США,26.19
660,07.11.2021,00.00,840,USD,1,Долар США,26.19
661,08.11.2021,00.00,840,USD,1,Долар США,26.102
662,09.11.2021,00.00,840,USD,1,Долар США,26.0806
663,10.11.2021,00.00,840,USD,1,Долар США,26.0927
664,11.11.2021,00.00,840,USD,1,Долар США,26.0575
665,12.11.2021,00.00,840,USD,1,Долар США,26.1022
666,13.11.2021,00.00,840,USD,1,Долар США,26.1022
667,14.11.2021,00.00,840,USD,1,Долар США,26.1022
668,15.11.2021,00.00,840,USD,1,Долар США,26.1107
669,16.11.2021,00.00,840,USD,1,Долар США,26.3371
670,17.11.2021,00.00,840,USD,1,Долар США,26.4133
671,18.11.2021,00.00,840,USD,1,Долар США,26.5147
672,19.11.2021,00.00,840,USD,1,Долар США,26.4427
673,20.11.2021,00.00,840,USD,1,Долар США,26.4427
674,21.11.2021,00.00,840,USD,1,Долар США,26.4427
675,22.11.2021,00.00,840,USD,1,Долар США,26.5694
676,23.11.2021,00.00,840,USD,1,Долар США,26.6588
677,24.11.2021,00.00,840,USD,1,Долар США,26.8604
678,25.11.2021,00.00,840,USD,1,Долар США,26.9273
679,26.11.2021,00.00,840,USD,1,Долар США,27.0256
680,27.11.2021,00.00,840,USD,1,Долар США,27.0256
681,28.11.2021,00.00,840,USD,1,Долар США,27.0256
682,29.11.2021,00.00,840,USD,1,Долар США,27.1033
683,30.11.2021,00.00,840,USD,1,Долар США,27.1739
684,01.12.2021,00.00,840,USD,1,Долар США,27.2142
685,02.12.2021,00.00,840,USD,1,Долар США,27.2296
686,03.12.2021,00.00,840,USD,1,Долар США,27.2933
687,04.12.2021,00.00,840,USD,1,Долар США,27.2933
688,05.12.2021,00.00,840,USD,1,Долар США,27.2933
689,06.12.2021,00.00,840,USD,1,Долар США,27.2981
690,07.12.2021,00.00,840,USD,1,Долар США,27.3791
691,08.12.2021,00.00,840,USD,1,Долар США,27.3317
692,09.12.2021,00.00,840,USD,1,Долар США,27.2167
693,10.12.2021,00.00,840,USD,1,Долар США,27.1013
694,11.12.2021,00.00,840,USD,1,Долар США,27.1013
695,12.12.2021,00.00,840,USD,1,Долар США,27.1013
696,13.12.2021,00.00,840,USD,1,Долар США,27.0241
697,14.12.2021,00.00,840,USD,1,Долар США,26.8846
698,15.12.2021,00.00,840,USD,1,Долар США,26.9985
699,16.12.2021,00.00,840,USD,1,Долар США,27.196
700,17.12.2021,00.00,840,USD,1,Долар США,27.1929
701,18.12.2021,00.00,840,USD,1,Долар США,27.1929
702,19.12.2021,00.00,840,USD,1,Долар США,27.1929
703,20.12.2021,00.00,840,USD,1,Долар США,27.2483
704,21.12.2021,00.00,840,USD,1,Долар США,27.2846
705,22.12.2021,00.00,840,USD,1,Долар США,27.2598
706,23.12.2021,00.00,840,USD,1,Долар США,27.2508
707,24.12.2021,00.00,840,USD,1,Долар США,27.2747
708,25.12.2021,00.00,840,USD,1,Долар США,27.2747
709,26.12.2021,00.00,840,USD,1,Долар США,27.2747
710,27.12.2021,00.00,840,USD,1,Долар США,27.2747
711,28.12.2021,00.00,840,USD,1,Долар США,27.2306
712,29.12.2021,00.00,840,USD,1,Долар США,27.2235
713,30.12.2021,00.00,840,USD,1,Долар США,27.2077
714,31.12.2021,00.00,840,USD,1,Долар США,27.2782
715,01.01.2022,00.00,840,USD,1,Долар США,27.2782
716,02.01.2022,00.00,840,USD,1,Долар США,27.2782
717,03.01.2022,00.00,840,USD,1,Долар США,27.2782
718,04.01.2022,00.00,840,USD,1,Долар США,27.2782
719,05.01.2022,00.00,840,USD,1,Долар США,27.2976
720,06.01.2022,00.00,840,USD,1,Долар США,27.4551
721,07.01.2022,00.00,840,USD,1,Долар США,27.4551
722,08.01.2022,00.00,840,USD,1,Долар США,27.4551
723,09.01.2022,00.00,840,USD,1,Долар США,27.4551
724,10.01.2022,00.00,840,USD,1,Долар США,27.4977
725,11.01.2022,00.00,840,USD,1,Долар США,27.4998
726,12.01.2022,00.00,840,USD,1,Долар США,27.5093
727,13.01.2022,00.00,840,USD,1,Долар США,27.7073
728,14.01.2022,00.00,840,USD,1,Долар США,27.7372
729,15.01.2022,00.00,840,USD,1,Долар США,27.7372
730,16.01.2022,00.00,840,USD,1,Долар США,27.7372
731,17.01.2022,00.00,840,USD,1,Долар США,27.9514
732,18.01.2022,00.00,840,USD,1,Долар США,28.122
